CO,PM10,PM25,NO2,NO,NOX,ville,annee,mois,jour,heure,AQI,temperature,vent,pluie,humidite
30.1,16.4,58.9,96.8,207.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,9.0,22.0,,3,4,3,4
35.6,15.1,55.3,90.2,193.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,9.0,23.0,,3,4,1,4
30.0,14.5,48.8,76.8,166.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,0.0,,1,1,3,3
24.3,16.4,43.5,66.4,145.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,1.0,,4,2,1,4
19.5,8.4,40.7,58.8,130.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,2.0,,1,1,2,2
26.8,13.9,41.0,43.5,107.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,3.0,,4,3,3,2
25.5,11.1,42.7,56.6,129.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,4.0,,3,2,4,1
29.0,17.0,60.1,118.8,242.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,5.0,,3,3,1,3
49.7,19.8,60.3,134.7,266.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,6.0,,3,1,1,4
54.9,15.7,61.1,154.7,298.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,7.0,,2,2,2,1
45.8,18.2,65.8,152.8,299.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,8.0,,4,2,4,3
63.3,24.9,75.3,167.3,331.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,9.0,,2,4,1,1
65.0,21.9,76.3,209.0,396.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,10.0,,2,1,3,3
66.3,24.2,75.8,160.1,321.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,11.0,,1,3,4,3
36.3,15.3,60.2,87.9,195.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,12.0,,2,2,4,1
33.2,18.1,55.2,62.1,150.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,13.0,,1,2,2,4
28.9,17.5,50.4,53.3,131.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,14.0,,1,4,3,2
37.1,20.6,66.8,85.8,198.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,15.0,,2,2,3,4
32.0,17.1,73.8,95.4,220.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,16.0,,4,4,1,3
57.0,20.7,85.7,132.3,288.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,17.0,,4,2,1,2
49.1,26.9,88.3,154.9,325.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,18.0,,4,2,4,2
50.9,27.6,78.6,159.3,322.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,19.0,,4,1,4,4
56.3,31.2,74.7,154.2,311.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,20.0,,4,2,2,4
48.2,31.0,66.6,131.6,268.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,21.0,,2,4,4,4
53.9,38.1,66.3,146.0,290.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,22.0,,2,4,2,1
45.1,31.6,57.9,103.5,216.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,10.0,23.0,,3,4,2,2
38.2,33.4,49.7,73.2,161.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,0.0,,4,3,3,2
21.7,22.3,33.0,30.1,79.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,1.0,,2,2,3,3
21.0,18.7,25.2,19.4,54.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,2.0,,3,1,4,3
20.1,18.0,22.0,15.6,46.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,3.0,,4,1,4,3
18.0,14.5,24.2,17.2,50.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,4.0,,1,3,3,4
18.2,15.5,26.3,24.2,63.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,5.0,,3,2,4,2
18.5,13.1,35.1,30.1,81.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,6.0,,2,4,3,4
20.7,15.6,38.9,40.5,101.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,7.0,,1,3,1,4
22.8,16.7,43.9,42.2,108.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,8.0,,1,3,4,3
23.4,15.9,50.6,51.8,130.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,9.0,,1,4,2,3
26.6,18.1,54.0,60.9,147.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,10.0,,3,3,1,3
30.5,19.0,56.5,67.8,159.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,11.0,,2,3,1,1
29.6,15.8,47.0,57.8,136.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,12.0,,1,4,4,2
27.9,20.9,45.6,62.5,141.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,13.0,,4,2,3,4
32.9,21.3,47.2,75.3,163.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,14.0,,1,1,2,1
29.2,18.8,51.9,69.1,157.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,15.0,,1,1,3,1
35.1,27.1,52.2,91.4,191.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,16.0,,3,4,4,1
45.5,29.9,54.9,96.0,201.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,17.0,,3,4,3,3
30.0,26.2,54.9,81.2,178.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,18.0,,2,2,4,1
37.0,31.8,58.6,87.7,194.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,19.0,,4,3,4,2
52.1,38.8,52.6,91.9,192.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,20.0,,3,2,2,1
42.9,33.3,48.5,74.6,163.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,21.0,,1,3,4,1
30.6,21.8,40.2,44.1,108.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,22.0,,2,3,2,4
31.3,23.8,42.3,46.4,113.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,11.0,23.0,,1,2,1,2
29.3,23.1,48.6,47.5,121.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,0.0,,1,4,3,3
27.2,21.4,36.7,37.0,93.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,1.0,,3,4,4,4
19.2,17.1,28.9,28.6,71.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,2.0,,2,2,3,4
21.2,18.1,32.1,38.6,91.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,3.0,,4,3,3,4
22.8,15.2,27.9,33.5,79.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,4.0,,4,3,2,1
26.4,24.1,32.9,48.4,107.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,5.0,,3,3,3,2
25.4,19.9,34.1,51.4,112.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,6.0,,3,3,3,1
21.8,17.3,31.6,45.1,100.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,7.0,,2,2,3,4
12.8,17.2,31.9,46.2,102.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,8.0,,4,1,4,1
23.1,20.6,40.3,85.1,170.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,9.0,,4,4,3,3
21.3,18.9,44.6,96.9,193.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,10.0,,4,4,1,2
31.4,22.2,41.1,75.3,156.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,11.0,,1,1,2,4
36.3,25.2,47.4,75.7,163.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,12.0,,4,3,1,4
32.6,22.4,48.8,70.2,156.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,13.0,,1,1,2,1
38.7,27.8,52.4,75.4,168.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,14.0,,2,1,3,1
29.7,21.4,51.1,59.2,141.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,15.0,,1,1,2,4
33.2,20.8,60.5,75.9,176.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,16.0,,2,4,4,4
40.7,25.4,65.8,89.6,203.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,17.0,,4,4,4,2
39.8,28.6,69.5,114.9,245.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,18.0,,4,1,1,1
38.0,32.0,72.5,121.1,258.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,19.0,,2,1,4,3
60.6,47.4,66.6,104.4,226.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,20.0,,3,1,3,2
53.6,43.5,62.1,108.0,227.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,21.0,,2,3,1,3
43.9,39.9,60.3,83.7,188.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,22.0,,3,3,1,2
52.3,40.8,58.3,66.5,160.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,12.0,23.0,,1,3,1,4
38.2,28.8,48.4,42.4,113.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,0.0,,1,4,4,1
27.1,20.3,44.1,33.0,94.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,1.0,,1,2,2,2
28.8,21.8,44.5,27.7,87.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,2.0,,4,1,4,4
24.0,18.7,40.5,19.2,69.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,3.0,,1,1,1,4
24.3,22.8,41.8,25.7,81.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,4.0,,3,2,2,2
24.9,15.2,50.7,40.3,112.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,5.0,,1,1,1,2
36.6,16.1,64.6,62.3,160.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,6.0,,2,3,1,1
54.2,15.6,69.2,72.0,179.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,7.0,,2,3,2,4
44.6,19.2,81.1,87.5,215.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,8.0,,4,2,2,4
63.8,21.9,91.5,160.8,338.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,9.0,,2,3,1,1
65.9,22.7,84.6,151.8,317.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,10.0,,3,2,1,4
48.4,20.3,66.1,104.8,226.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,11.0,,1,3,4,3
41.1,17.9,57.4,69.8,164.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,12.0,,4,1,4,4
34.3,15.2,55.1,64.2,153.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,13.0,,1,4,4,3
29.8,19.3,55.7,54.8,139.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,14.0,,1,3,3,1
36.7,21.0,65.6,70.8,174.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,15.0,,3,2,1,1
35.4,16.8,76.5,82.5,203.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,16.0,,2,4,4,2
45.3,27.6,87.1,125.6,279.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,17.0,,2,1,1,1
39.2,24.7,89.5,125.9,282.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,18.0,,1,4,3,3
50.4,27.4,89.1,142.4,307.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,19.0,,4,2,4,1
52.1,30.5,84.9,115.9,262.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,20.0,,2,1,4,3
43.8,27.4,78.7,88.5,214.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,21.0,,4,1,1,1
63.8,46.5,65.8,77.6,184.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,22.0,,2,3,1,4
44.5,31.3,62.3,50.1,139.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,13.0,23.0,,4,4,2,1
50.5,34.8,59.1,69.5,165.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,0.0,,3,3,2,2
39.9,33.4,57.7,63.6,155.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,1.0,,4,1,4,3
52.9,41.7,56.3,37.8,114.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,2.0,,3,3,2,1
49.6,35.6,52.5,42.7,118.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,3.0,,3,3,4,4
31.2,29.1,50.7,37.8,108.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,4.0,,4,2,1,2
48.2,30.9,64.2,101.1,219.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,5.0,,3,3,2,4
64.7,31.2,77.4,173.5,343.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,6.0,,1,1,4,2
49.8,37.3,76.7,215.1,406.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,7.0,,3,3,1,4
54.9,34.7,70.1,190.0,361.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,8.0,,2,1,4,4
66.2,35.0,70.9,180.6,347.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,9.0,,4,1,3,3
67.1,39.5,71.7,159.5,316.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,10.0,,1,2,2,4
72.5,36.6,73.6,155.3,311.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,11.0,,4,1,3,2
76.1,37.3,72.9,148.3,300.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,12.0,,2,1,1,4
66.6,43.2,75.0,126.8,269.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,13.0,,2,2,4,3
84.8,50.4,77.7,146.9,303.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,14.0,,2,1,4,4
67.2,40.7,67.7,110.0,236.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,15.0,,3,2,1,3
59.0,29.0,65.9,110.0,234.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,16.0,,3,4,3,3
78.0,43.2,80.5,169.5,340.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,17.0,,4,4,4,2
85.9,43.8,81.4,198.0,384.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,18.0,,4,4,3,4
91.1,54.5,83.5,227.4,432.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,19.0,,1,1,3,2
77.0,52.8,74.9,175.2,343.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,20.0,,1,3,3,3
70.3,51.6,70.5,129.2,268.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,21.0,,4,2,2,2
91.5,66.1,71.7,192.0,366.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,22.0,,3,4,3,2
83.2,66.9,65.7,196.1,366.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,14.0,23.0,,2,2,2,3
81.8,65.2,60.0,156.1,299.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,0.0,,4,4,3,3
84.2,64.8,57.3,126.0,250.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,1.0,,1,4,3,2
72.5,60.3,52.0,113.8,226.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,2.0,,3,1,2,4
62.4,47.4,53.3,115.8,230.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,3.0,,4,2,4,3
58.8,53.5,52.6,116.2,230.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,4.0,,4,1,4,3
60.4,53.6,56.3,144.3,277.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,5.0,,3,2,1,4
79.4,52.2,63.8,218.0,398.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,6.0,,4,2,1,1
71.3,54.6,66.5,245.7,443.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,7.0,,3,3,4,3
71.9,53.1,63.9,246.4,441.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,8.0,,2,4,1,1
69.8,53.5,63.8,260.1,462.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,9.0,,3,1,4,4
72.5,55.4,57.5,203.8,370.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,10.0,,3,3,1,4
55.4,43.3,54.6,206.5,371.2,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,11.0,,3,2,4,4
66.1,51.3,60.7,215.9,391.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,12.0,,4,4,2,4
68.8,56.3,58.2,201.1,366.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,13.0,,4,1,1,2
52.6,47.6,59.6,160.1,305.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,14.0,,3,3,2,2
30.5,28.5,56.7,128.3,253.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,15.0,,4,2,2,1
35.2,33.0,57.4,148.0,284.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,16.0,,1,3,2,4
44.8,33.9,65.6,173.5,331.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,17.0,,1,2,2,1
24.4,22.9,65.6,144.1,286.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,18.0,,4,2,2,1
32.3,27.3,61.6,127.9,257.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,19.0,,4,4,3,4
24.3,,54.5,97.2,203.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,20.0,,3,1,2,1
24.1,20.9,47.7,75.6,163.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,21.0,,2,4,1,1
26.9,,47.8,81.2,172.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,22.0,,4,1,2,1
29.3,27.5,38.5,59.0,129.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,15.0,23.0,,1,1,1,1
30.9,28.5,39.4,62.7,135.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,0.0,,3,2,2,2
19.7,,37.0,29.4,81.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,1.0,,4,3,1,1
14.8,,34.2,30.3,80.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,2.0,,1,1,2,4
18.8,,32.7,27.7,75.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,3.0,,1,1,4,1
17.3,,34.0,41.2,97.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,4.0,,2,1,3,4
16.2,14.9,42.5,66.4,144.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,5.0,,3,1,1,4
18.2,,55.3,131.1,256.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,6.0,,3,2,1,2
27.4,18.7,56.8,153.4,292.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,7.0,,2,4,2,2
26.7,20.3,55.7,112.3,227.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,8.0,,2,3,1,1
36.3,18.1,62.7,94.3,207.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,9.0,,3,2,2,1
36.2,24.3,62.9,89.8,199.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,10.0,,3,2,3,3
39.2,19.5,54.6,65.0,154.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,11.0,,4,2,4,1
41.5,13.3,52.9,61.9,147.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,12.0,,4,1,4,3
43.2,20.8,48.8,55.6,134.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,13.0,,2,3,3,3
38.0,15.9,45.1,52.0,124.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,14.0,,4,2,2,2
41.8,20.4,45.6,51.4,124.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,15.0,,1,2,2,4
49.1,18.8,48.0,51.5,126.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,16.0,,4,2,3,3
37.1,22.3,47.1,52.6,127.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,17.0,,4,1,1,1
28.7,20.1,43.6,41.5,107.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,18.0,,1,1,1,3
34.5,19.5,42.6,35.8,97.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,19.0,,2,2,1,2
37.5,20.3,43.7,43.0,109.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,20.0,,1,1,3,3
27.2,20.3,42.6,38.1,101.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,21.0,,4,3,4,3
24.2,19.0,37.2,30.7,84.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,22.0,,2,1,4,3
30.8,17.0,32.5,27.3,74.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,16.0,23.0,,4,2,4,3
29.8,19.5,40.1,34.7,93.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,0.0,,1,3,2,3
28.5,23.9,44.8,36.8,101.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,1.0,,1,1,3,3
23.9,23.0,40.2,24.8,78.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,2.0,,4,2,1,3
,22.2,35.7,24.6,73.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,3.0,101.4924623115578,3,4,4,2
32.1,23.3,44.2,47.2,116.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,4.0,,3,4,4,1
36.8,34.7,53.5,92.0,193.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,5.0,,1,3,4,2
38.4,31.9,50.9,100.4,205.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,6.0,,1,3,2,3
42.3,31.6,50.4,115.4,226.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,7.0,,3,3,2,3
34.3,31.4,51.9,93.1,198.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,8.0,,3,1,1,4
39.8,23.3,45.3,95.4,192.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,9.0,,4,3,4,2
40.4,31.9,46.4,104.6,206.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,10.0,,4,1,4,3
52.3,29.0,43.5,97.7,193.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,11.0,,3,2,4,4
54.0,26.8,42.3,92.0,183.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,12.0,,4,1,2,2
49.9,26.2,45.3,81.8,170.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,13.0,,4,1,1,3
46.3,26.0,44.7,77.2,163.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,14.0,,2,2,3,4
43.9,27.9,44.1,79.4,165.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,15.0,,4,4,2,4
36.9,28.6,45.1,84.6,174.7,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,16.0,,1,1,4,3
39.0,30.9,49.2,114.7,224.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,17.0,,4,1,1,1
36.1,27.6,47.1,78.9,168.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,18.0,,4,2,1,3
38.4,32.9,44.1,68.9,149.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,19.0,,3,3,3,4
35.1,30.4,38.6,43.3,105.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,20.0,,1,2,4,1
37.2,30.4,42.1,59.3,133.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,21.0,,4,4,2,1
31.6,30.1,38.9,53.2,120.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,22.0,,4,3,2,2
26.5,21.9,35.9,40.4,97.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,17.0,23.0,,2,4,2,1
28.8,24.9,35.9,36.2,91.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,0.0,,4,1,4,4
,21.6,29.3,28.2,72.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,1.0,87.1716738197425,4,4,4,4
,23.4,23.6,21.5,56.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,2.0,75.18454935622319,2,4,4,2
24.7,18.5,21.2,21.1,53.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,3.0,,3,2,2,4
26.0,,25.1,23.0,60.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,4.0,,4,3,4,4
32.6,29.7,31.0,39.0,90.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,5.0,,2,1,4,4
32.2,24.4,26.3,27.0,67.6,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,6.0,,1,1,4,2
31.5,29.0,34.0,41.0,96.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,7.0,,3,1,3,1
28.8,26.8,39.2,51.8,118.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,8.0,,1,3,3,2
41.0,30.6,44.7,67.5,148.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,9.0,,1,3,4,1
32.3,25.1,32.8,39.9,93.9,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,10.0,,2,4,4,4
38.3,30.7,32.9,38.9,92.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,11.0,,4,4,2,3
39.6,32.4,32.2,34.5,85.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,12.0,,2,3,1,2
40.8,29.5,35.0,37.9,93.0,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,13.0,,2,1,4,1
37.1,25.0,35.7,43.5,102.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,14.0,,2,3,2,1
45.1,26.2,39.1,48.0,112.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,15.0,,2,2,2,4
42.9,26.7,39.7,45.3,109.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,16.0,,3,3,1,1
34.0,27.6,36.1,34.7,89.4,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,17.0,,4,3,2,4
41.7,28.0,40.3,46.5,111.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,18.0,,1,1,1,4
,24.8,39.7,44.9,108.5,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,19.0,111.34170854271358,1,4,4,4
39.4,28.0,39.1,37.8,97.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,20.0,,4,2,3,1
43.9,28.8,39.4,46.5,110.8,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,21.0,,1,2,1,3
36.6,28.9,46.2,61.3,140.3,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,22.0,,4,2,4,2
43.3,36.2,56.5,81.9,182.1,,Autoroute A1 - Saint-Denis,2025.0,1.0,18.0,23.0,,1,3,4,1
